1	integer	3_COUSUB	326444	163222	3.2366	0	0	0	0	0	2	0	0	0	0	0	0
2	integer	13_POPESTIMATE2013	326444	163222	2.1222	0	0	0	0	0	2	0	0	0	0	0	0
3	integer	9_PLACE	326444	163222	2.4563	0	0	0	0	0	1	0	1	0	0	0	0
4	integer	10_POPESTIMATE2010	326444	163222	2.1246	0	0	0	0	0	2	0	0	0	0	0	0
5	integer	5_County Code	326444	163222	5.6163	0	0	0	0	0	2	0	0	0	0	0	0
6	integer	11_POPESTIMATE2011	326444	163222	2.1238	0	0	0	0	0	2	0	0	0	0	0	0
7	integer	2_CONCIT	326444	163222	839.1877	0	0	0	0	0	0	0	0	0	2	0	0
8	integer	12_POPESTIMATE2012	326444	163222	2.1231	0	0	0	0	0	2	0	0	0	0	0	0
9	integer	8_Number of Records	326444	163222	20402.75	2	0	0	0	0	0	0	0	0	0	0	0
10	integer	16_SUMLEV	326444	163222	4.5754	0	0	0	0	0	2	0	0	0	0	0	0
11	integer	14_POPESTIMATE2014	326444	163222	2.1218	0	0	0	0	0	2	0	0	0	0	0	0
12	integer	15_PRIMGEO_FLAG	326444	163222	34.0046	0	0	0	0	0	2	0	0	0	0	0	0
13	integer	17_State code	326444	163222	558.9795	0	0	0	0	0	0	0	2	0	0	0	0
14	integer	6_ESTIMATESBASE2010	326444	163222	2.1248	0	0	0	0	0	2	0	0	0	0	0	0
15	integer	1_CENSUS2010POP	326444	163222	2.1252	0	0	0	0	0	2	0	0	0	0	0	0
16	integer	4_Number of Records	2600000	260000	32500	10	0	0	0	0	0	0	0	0	0	0	0
17	integer	22_v_Dest Lateness (GBTT)	2600000	260000	5.2297	0	0	0	0	0	10	0	0	0	0	0	0
18	integer	36_Calculation_9230610113105724	2600000	260000	33.371	0	0	0	0	0	10	0	0	0	0	0	0
19	integer	26_v_Origin Lateness (WTT)	2600000	260000	4.8996	0	1	0	1	0	8	0	0	0	0	0	0
20	integer	27_v_PPM Pass Flag	2600000	260000	29.2925	0	0	0	0	0	10	0	0	0	0	0	0
21	integer	25_v_Origin Lateness (GBTT)	2600000	260000	4.8902	0	1	0	1	0	8	0	0	0	0	0	0
22	integer	32_Calculation_2510610113130467	2600000	260000	126.9036	0	0	0	0	0	10	0	0	0	0	0	0
