integer	"3_COUSUB"	326444	3.9385	1.2872	0	0	0	0	1	0	0	0	0	0	1	0	
integer	"13_POPESTIMATE2013"	326444	2.1544	1.3258	0	0	0	0	2	0	0	0	0	0	0	0	
integer	"9_PLACE"	326444	3.0809	1.4636	0	0	0	0	2	0	0	0	0	0	0	0	
integer	"10_POPESTIMATE2010"	326444	2.1560	1.3264	0	0	0	0	2	0	0	0	0	0	0	0	
integer	"5_County Code"	326444	45.4215	1.9998	0	0	2	0	0	0	0	0	0	0	0	0	
integer	"11_POPESTIMATE2011"	326444	2.1602	1.3279	0	0	0	0	2	0	0	0	0	0	0	0	
integer	"2_CONCIT"	326444	865.8992	3.9957	0	0	0	2	0	0	0	0	0	0	0	0	
integer	"12_POPESTIMATE2012"	326444	2.1569	1.3265	0	0	0	0	2	0	0	0	0	0	0	0	
integer	"8_Number of Records"	326444	3752.2299	20402.7500	2	0	0	0	0	0	0	0	0	0	0	0	
integer	"16_SUMLEV"	326444	36.7990	3.9992	0	2	0	0	0	0	0	0	0	0	0	0	
integer	"14_POPESTIMATE2014"	326444	2.1541	1.3256	0	0	0	0	2	0	0	0	0	0	0	0	
integer	"15_PRIMGEO_FLAG"	326444	42.8573	3.9992	0	2	0	0	0	0	0	0	0	0	0	0	
integer	"17_State code"	326444	617.0964	3.9992	0	2	0	0	0	0	0	0	0	0	0	0	
integer	"6_ESTIMATESBASE2010"	326444	2.1564	1.3267	0	0	0	0	2	0	0	0	0	0	0	0	
integer	"1_CENSUS2010POP"	326444	2.1564	1.3268	0	0	0	0	2	0	0	0	0	0	0	0	
integer	"4_Number of Records"	2600000	5909.0909	32500.0000	10	0	0	0	0	0	0	0	0	0	0	0	
integer	"22_v_Dest Lateness (GBTT)"	2600000	7.2053	3.9967	0	9	0	1	0	0	0	0	0	0	0	0	
integer	"36_Calculation_9230610113105724"	2600000	54.5119	3.9995	0	10	0	0	0	0	0	0	0	0	0	0	
integer	"26_v_Origin Lateness (WTT)"	2600000	22.7326	3.9977	0	9	0	1	0	0	0	0	0	0	0	0	
integer	"27_v_PPM Pass Flag"	2600000	49.2284	3.9995	0	10	0	0	0	0	0	0	0	0	0	0	
integer	"25_v_Origin Lateness (GBTT)"	2600000	25.2129	3.9977	0	9	0	1	0	0	0	0	0	0	0	0	
integer	"32_Calculation_2510610113130467"	2600000	173.7736	3.9995	0	10	0	0	0	0	0	0	0	0	0	0	
integer	"21_v_CaSL Flag"	2600000	133.1899	3.9995	0	10	0	0	0	0	0	0	0	0	0	0	
integer	"19_TSC"	2600000	3.7656	1.9744	0	0	0	0	10	0	0	0	0	0	0	0	
integer	"28_v_RT Flag"	2600000	26.4795	3.9995	0	10	0	0	0	0	0	0	0	0	0	0	
integer	"24_v_Full Cancellation Flag"	2600000	237.7252	3.9995	0	10	0	0	0	0	0	0	0	0	0	0	
integer	"9_Planned Dest Stanox"	2600000	3.8997	1.9661	0	0	0	0	10	0	0	0	0	0	0	0	
integer	"12_Planned Orig Stanox"	2600000	3.9147	1.9642	0	0	0	0	10	0	0	0	0	0	0	0	
integer	"4_Number of Records"	2600000	5909.0909	32500.0000	10	0	0	0	0	0	0	0	0	0	0	0	
integer	"22_v_Dest Lateness (GBTT)"	2600000	7.1930	3.9968	0	9	0	1	0	0	0	0	0	0	0	0	
integer	"36_Calculation_9230610113105724"	2600000	54.6127	3.9995	0	10	0	0	0	0	0	0	0	0	0	0	
integer	"26_v_Origin Lateness (WTT)"	2600000	22.6069	3.9977	0	9	0	1	0	0	0	0	0	0	0	0	
integer	"27_v_PPM Pass Flag"	2600000	48.8400	3.9995	0	10	0	0	0	0	0	0	0	0	0	0	
integer	"25_v_Origin Lateness (GBTT)"	2600000	25.0648	3.9977	0	9	0	1	0	0	0	0	0	0	0	0	
integer	"32_Calculation_2510610113130467"	2600000	171.7305	3.9995	0	10	0	0	0	0	0	0	0	0	0	0	
integer	"21_v_CaSL Flag"	2600000	132.2684	3.9995	0	10	0	0	0	0	0	0	0	0	0	0	
integer	"19_TSC"	2600000	3.7593	1.9744	0	0	0	0	10	0	0	0	0	0	0	0	
integer	"28_v_RT Flag"	2600000	26.5130	3.9995	0	10	0	0	0	0	0	0	0	0	0	0	
integer	"24_v_Full Cancellation Flag"	2600000	234.3609	3.9995	0	10	0	0	0	0	0	0	0	0	0	0	
integer	"9_Planned Dest Stanox"	2600000	3.8945	1.9663	0	0	0	0	10	0	0	0	0	0	0	0	
integer	"12_Planned Orig Stanox"	2600000	3.9100	1.9644	0	0	0	0	10	0	0	0	0	0	0	0	
integer	"30_Posicion_Edicion"	2600000	9.7425	3.9995	0	10	0	0	0	0	0	0	0	0	0	0	
integer	"33_SEMANA"	2600000	3209.8765	3.9995	0	10	0	0	0	0	0	0	0	0	0	0	
integer	"13_Dia_Semana"	2600000	1525.8216	3.9995	0	10	0	0	0	0	0	0	0	0	0	0	
integer	"27_NumAnuncios"	2600000	5882.3529	39.9508	9	1	0	0	0	0	0	0	0	0	0	0	
integer	"11_Corte"	2600000	10.0813	3.9995	0	10	0	0	0	0	0	0	0	0	0	0	
integer	"8_Cols"	2600000	341.4762	3.9995	0	10	0	0	0	0	0	0	0	0	0	0	
integer	"29_Plgs"	2600000	298.4732	3.9995	0	10	0	0	0	0	0	0	0	0	0	0	
integer	"7_Codigo"	2600000	5.9752	1.6413	0	0	0	0	10	0	0	0	0	0	0	0	
integer	"15_Duracion"	2600000	10.6835	3.9539	0	0	0	10	0	0	0	0	0	0	0	0	
integer	"14_Disco"	2600000	20.2265	3.9963	0	8	0	2	0	0	0	0	0	0	0	0	
integer	"3_A�o"	2600000	5000.0000	32500.0000	10	0	0	0	0	0	0	0	0	0	0	0	
integer	"12_De_Npags"	2600000	10.7319	3.9980	0	9	0	1	0	0	0	0	0	0	0	0	
integer	"28_Number of Records"	2600000	5909.0909	32500.0000	10	0	0	0	0	0	0	0	0	0	0	0	
integer	"21_Hora_Pagina"	2600000	3.0818	1.7506	0	0	0	0	9	0	0	0	0	0	1	0	
integer	"30_Posicion_Edicion"	2600000	9.6986	3.9995	0	10	0	0	0	0	0	0	0	0	0	0	
integer	"33_SEMANA"	2600000	3233.8308	3.9995	0	10	0	0	0	0	0	0	0	0	0	0	
integer	"13_Dia_Semana"	2600000	1533.9233	3.9995	0	10	0	0	0	0	0	0	0	0	0	0	
integer	"27_NumAnuncios"	2600000	5882.3529	39.9508	9	1	0	0	0	0	0	0	0	0	0	0	
